source_dataset,source_row_id,label_3intent
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1154,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1158,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1166,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1170,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1172,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1177,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1179,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:118,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1181,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1185,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1187,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1188,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1192,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1194,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1195,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1196,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1197,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1201,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1204,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:121,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1218,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:122,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1228,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1231,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1235,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1236,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1237,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1238,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:124,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1240,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1243,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:125,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1251,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1255,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1257,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1258,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:126,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1260,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1261,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1263,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1269,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1273,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1282,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1297,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1298,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:130,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1301,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1304,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1308,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1312,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1313,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1314,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1316,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:132,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1321,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:133,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1339,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1340,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1341,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1351,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1353,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1357,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1359,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:136,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1362,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1366,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1370,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1374,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1375,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1377,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1387,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:139,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1392,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1399,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:14,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1401,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1404,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1405,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1407,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1409,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1411,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1413,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1414,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1420,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1422,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1423,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1430,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1431,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1438,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1439,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1446,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1448,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1450,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1459,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1460,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1463,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1465,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1467,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1468,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1473,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1476,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1479,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1486,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1488,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1492,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1498,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:15,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:150,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1504,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1505,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1510,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1512,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1513,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1514,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1516,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1517,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1519,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1523,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1524,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1527,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:153,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1533,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1536,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1537,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1543,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1549,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1550,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1551,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1553,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1559,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:157,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1571,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1575,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1577,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1578,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:158,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1583,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1586,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1587,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1588,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1599,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1604,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1605,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1610,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1615,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1617,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1618,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1619,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:162,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1621,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:163,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1635,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1638,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:164,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1640,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1642,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1651,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1654,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1659,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1660,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1664,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1665,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1666,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1668,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:167,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1675,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1676,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1678,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:168,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1685,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1688,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1689,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:169,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1693,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1697,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:170,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1702,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1703,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1709,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1712,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1715,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1721,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1723,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1730,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1734,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:174,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1742,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1747,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1754,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1757,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1762,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1764,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1766,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1767,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1768,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:177,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1771,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1776,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1777,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:178,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1781,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1782,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1783,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1785,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1787,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1790,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1791,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1794,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1797,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:18,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1807,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:181,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1810,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1814,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1819,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:182,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1821,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1822,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1826,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:183,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1831,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1835,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1839,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1846,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1847,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1852,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1859,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:186,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1861,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1862,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1865,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1867,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1869,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1875,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1880,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1884,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1886,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1887,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1899,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:190,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1903,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1904,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1905,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1906,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1918,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1919,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1926,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1930,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1932,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1936,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1937,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1938,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1939,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1940,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1944,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1948,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:195,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1951,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1953,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1955,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1958,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1959,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1962,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:197,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1970,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1973,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1978,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1979,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1981,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1989,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1991,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1993,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1997,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:1999,CALL
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:20,NO_INVEST
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:200,RAISE
PokerBench,pokerbench:postflop_10k_test_set_game_scenario_information.csv:2000,NO_INVEST
